size,current,naive,protty,multi
33072,1078.3173828125,429.05517578125,773.83203125,444.42431640625
33408,1025.6171875,442.09375,772.2783203125,434.619140625
33752,716.8486328125,426.36767578125,783.826171875,446.6708984375
34096,860.3779296875,467.541015625,796.423828125,457.4208984375
34448,913.162109375,444.46630859375,813.3046875,449.58935546875
34800,918.9150390625,448.728515625,816.6640625,480.4326171875
35152,1101.1611328125,436.1728515625,826.3642578125,490.48974609375
35512,839.9697265625,453.3896484375,987.48828125,467.89794921875
35872,927.3134765625,494.22705078125,844.71484375,476.50634765625
36240,1096.6259765625,459.83544921875,882.9697265625,479.0888671875
36608,1010.1640625,452.06689453125,815.3203125,530.46630859375
36984,955.23828125,466.3232421875,889.7724609375,485.57666015625
37360,1121.6533203125,482.4482421875,876.8388671875,512.052734375
37744,1372.3046875,473.3359375,885.951171875,659.78125
38128,1216.0517578125,485.2197265625,887.5048828125,508.8193359375
38520,1108.173828125,479.0888671875,898.044921875,518.4775390625
38912,1072.3544921875,472.6220703125,908.0390625,576.552734375
39312,940.6669921875,490.53173828125,918.537109375,512.80859375
39712,863.6533203125,483.47705078125,926.935546875,668.095703125
40120,1013.9013671875,504.22119140625,940.6669921875,527.98876953125
40528,1047.873046875,496.9775390625,947.259765625,534.41357421875
40944,1056.103515625,520.03125,959.1435546875,857.47900390625
41360,1216.59765625,518.58251953125,973.1689453125,543.798828125
41784,1121.1494140625,533.5107421875,2002.859375,867.642578125
42208,1135.5947265625,536.912109375,1036.4091796875,628.37109375
42640,1217.0595703125,534.7705078125,1029.81640625,560.57470703125
43072,1369.869140625,532.1669921875,1014.951171875,567.1884765625
43512,1113.4228515625,595.89013671875,1028.892578125,564.52197265625
43952,1632.65625,549.42578125,1037.2490234375,566.2646484375
44400,1239.9453125,673.5126953125,1096.583984375,724.869140625
44856,1252.5849609375,551.4833984375,1056.3134765625,572.45849609375
45312,1511.130859375,553.625,1071.5146484375,587.65966796875
45776,1170.0283203125,685.228515625,1168.55859375,1288.740234375
46240,1860.337890625,603.84765625,1104.0166015625,703.369140625
46712,1519.025390625,593.2236328125,1102.294921875,628.26611328125
47184,1017.8486328125,584.1953125,1109.6435546875,724.5751953125
47664,1627.44921875,636.1396484375,1128.4140625,730.49609375
48152,1498.365234375,917.193359375,1236.5439453125,694.1728515625
48640,1274.0009765625,664.064453125,1152.265625,679.3076171875
49136,1363.150390625,1235.7880859375,1823.048828125,810.28125
49640,1647.7734375,779.2490234375,1214.3720703125,843.6650390625
50144,1555.138671875,803.6884765625,1264.0068359375,1682.375
50656,1454.357421875,895.9033203125,1243.5146484375,923.2822265625
51168,1800.625,918.9990234375,1204.2939453125,1033.51171875
51688,1704.2109375,991.603515625,1231.71484375,1104.814453125
52216,1762.412109375,1070.296875,1247.0419921875,1185.2294921875
52744,1976.404296875,1126.986328125,1409.42578125,1355.67578125
53280,1901.40625,1165.0732421875,1292.603515625,1317.126953125
53824,2414.970703125,1141.4736328125,1313.515625,1288.068359375
54368,1854.123046875,1140.67578125,1324.349609375,1288.1103515625
54920,1845.9765625,1163.3515625,1345.93359375,1622.41015625
55480,1729.57421875,1185.943359375,1353.4921875,1291.763671875
56048,1904.681640625,1759.76953125,1374.740234375,1393.63671875
56616,1900.90234375,1122.2412109375,1387.421875,1402.287109375
57192,2043.171875,1131.3115234375,1406.150390625,1361.0927734375
57776,1737.8046875,1133.7890625,1415.13671875,1215.9677734375
58360,1868.484375,1113.8427734375,1411.693359375,1160.49609375
58952,1807.84765625,1149.9140625,1500.212890625,1232.470703125
59552,2045.859375,1259.93359375,1484.255859375,1246.748046875
60160,2066.603515625,1053.7099609375,1496.76953125,1236.2080078125
60768,2226.005859375,1093.9384765625,1512.306640625,1156.884765625
61384,2145.884765625,1034.8134765625,1529.271484375,1329.9765625
62008,1774.25390625,1083.23046875,1544.388671875,1194.845703125
62640,4129.091796875,1106.3681640625,1556.482421875,1297.3486328125
63280,2596.62890625,1072.5224609375,1573.279296875,1237.9716796875
63920,2116.7421875,1119.6796875,1575.462890625,1244.2705078125
64568,2465.361328125,1072.8583984375,1615.859375,1295.7529296875
65224,2267.74609375,1117.3701171875,1635.6796875,1201.7744140625
65888,2789.798828125,1097.5498046875,1791.05078125,1431.7236328125
66560,2221.21875,1087.513671875,1755.609375,1191.6123046875
67240,1963.890625,1122.619140625,1682.87890625,1279.5859375
67920,2620.48046875,1096.3740234375,1706.478515625,1237.5517578125
68608,2221.5546875,1698.583984375,1719.16015625,1224.6181640625
69304,2488.037109375,1464.18359375,1711.517578125,1234.5283203125
70008,2405.14453125,1111.4912109375,1742.087890625,1472.91796875
70720,2316.205078125,1137.5263671875,1771.0625,1301.2958984375
71440,2304.111328125,1123.9208984375,1792.5625,1388.345703125
72168,3026.4609375,1285.716796875,1808.51953125,1282.189453125
72904,2384.400390625,1392.841796875,3109.521484375,1402.623046875
73648,2468.8046875,1271.8173828125,2098.265625,1344.841796875
74392,2815.06640625,1597.21484375,1866.384765625,1329.13671875
75144,2928.03125,1231.3369140625,1876.966796875,1319.646484375
75904,2709.3359375,1257.3720703125,1904.26171875,1376.3359375
76672,2278.49609375,1267.15625,1921.2265625,1378.267578125
77448,2869.74609375,1330.9423828125,1927.021484375,1454.189453125
78232,2750.48828125,1265.1826171875,1955.408203125,1478.544921875
79024,2507.857421875,1281.09765625,1987.57421875,1419.083984375
79824,2924.3359375,1359.875,2054.2578125,1412.11328125
80632,2688.84375,1626.77734375,2012.9375,1417.068359375
81448,2948.859375,1320.40234375,2033.765625,1457.716796875
82272,3232.55859375,1360.462890625,2052.41015625,1523.392578125
83104,3241.4609375,1466.703125,2058.12109375,1560.681640625
83944,2996.5625,1429.75,2164.78125,1530.279296875
84792,3014.19921875,1408.669921875,2168.140625,1564.125
85656,3050.48046875,1460.068359375,2148.236328125,1612.751953125
86528,3040.90625,1630.388671875,2614.265625,2045.5234375
87408,3010.3359375,1463.51171875,2175.36328125,1627.11328125
88296,2847.91015625,1499.625,2175.53125,1650.544921875
89192,3069.96484375,1514.91015625,2198.87890625,1672.884765625
90096,2880.328125,1859.75,2218.53125,1671.12109375
91008,3188.71875,1526.248046875,2395.06640625,1798.44140625
91928,3465.53125,1511.802734375,2264.806640625,1721.6796875
92864,3150.58984375,1577.2265625,2320.908203125,1787.439453125
93808,3076.515625,1613.927734375,2320.65625,2577.14453125
94760,2954.5703125,1609.560546875,2357.357421875,1814.23046875
95720,3274.3828125,1949.025390625,2389.1875,1800.876953125
96688,3453.1015625,1781.728515625,2405.3125,1821.453125
97672,3608.80859375,1686.322265625,2499.54296875,1823.1328125
98664,3258.2578125,1706.2265625,3314.52734375,1854.291015625
99664,3372.64453125,1692.201171875,2538.091796875,1902.330078125
